# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul  1 21:30:23 2025
#
# COLUMN star_id:        Star ID
# COLUMN region:         Part of Sky Surveyed
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN starthjd:       Start HJD [day]
# COLUMN endhjd:         End HJD [day]
# COLUMN bmag:           B Mag [mag]
# COLUMN vmag:           V Mag [mag]
# COLUMN rmag:           R Mag [mag]
# COLUMN rerr:           R Mag uncertainty [mag]
# COLUMN lcfil:          Light Curve Filter
# COLUMN npts:           Points in Light Curve
#
star_id,region,ra,dec,starthjd,endhjd,bmag,vmag,rmag,rerr,lcfil,npts
TrES_Lyr1_00649,TrES_Lyr1,283.6479,44.7128,2453541.79,2453616.73,12.050,10.866,12.204,0.045,R,15546
TrES_Lyr1_00650,TrES_Lyr1,284.9237,44.4036,2453541.79,2453616.73,12.847,11.297,12.205,0.031,R,15546
TrES_Lyr1_00651,TrES_Lyr1,287.1446,44.0136,2453549.75,2453611.95,,,12.273,0.036,R,4148
TrES_Lyr1_00652,TrES_Lyr1,282.7975,47.0964,2453541.79,2453616.73,11.448,10.872,12.206,0.041,R,15546
TrES_Lyr1_00653,TrES_Lyr1,283.6283,48.6258,2453541.79,2453616.73,10.989,10.682,12.206,0.087,R,15546
TrES_Lyr1_00654,TrES_Lyr1,285.7521,46.6497,2453541.79,2453616.73,10.669,10.516,12.207,0.040,R,15546
TrES_Lyr1_00655,TrES_Lyr1,282.5821,44.1444,2453549.75,2453611.95,11.267,10.685,12.209,0.042,R,4148
TrES_Lyr1_00656,TrES_Lyr1,286.2358,47.5650,2453541.79,2453616.73,11.436,10.609,12.209,0.031,R,15546
TrES_Lyr1_00657,TrES_Lyr1,284.8846,47.4403,2453541.79,2453616.73,12.013,10.981,12.210,0.039,R,15546
TrES_Lyr1_00658,TrES_Lyr1,286.3442,45.7097,2453541.79,2453616.73,11.292,10.779,12.211,0.038,R,15546
TrES_Lyr1_00659,TrES_Lyr1,283.7013,49.2281,2453541.79,2453616.73,11.309,10.565,12.215,0.038,R,15546
TrES_Lyr1_00660,TrES_Lyr1,283.5996,46.1844,2453541.79,2453616.73,11.273,10.718,12.215,0.029,R,11398
TrES_Lyr1_00661,TrES_Lyr1,287.2983,47.5781,2453541.79,2453616.73,11.897,10.821,12.218,0.053,R,15546
TrES_Lyr1_00662,TrES_Lyr1,284.1133,44.9539,2453541.79,2453616.73,10.803,10.558,12.219,0.033,R,15546
TrES_Lyr1_00663,TrES_Lyr1,286.3608,47.2633,2453541.79,2453616.73,10.908,10.687,12.219,0.038,R,15546
TrES_Lyr1_00664,TrES_Lyr1,286.9529,45.3611,2453541.79,2453616.73,11.781,10.942,12.224,0.029,R,15546
TrES_Lyr1_00665,TrES_Lyr1,283.6658,49.6594,2453541.79,2453616.73,12.044,11.044,12.225,0.029,R,15546
TrES_Lyr1_00666,TrES_Lyr1,286.5417,44.0103,2453549.75,2453611.95,13.371,11.133,12.227,0.026,R,4148
TrES_Lyr1_00667,TrES_Lyr1,286.8742,44.1331,2453541.79,2453616.73,12.333,10.946,12.229,0.031,R,15546
TrES_Lyr1_00668,TrES_Lyr1,285.3967,48.0644,2453541.79,2453616.73,,,12.230,0.036,R,15546
TrES_Lyr1_00669,TrES_Lyr1,285.6137,47.8378,2453541.79,2453616.73,11.527,10.731,12.231,0.036,R,15546
TrES_Lyr1_00670,TrES_Lyr1,287.4625,45.5467,2453541.79,2453616.73,11.801,10.917,12.232,0.031,R,15544
TrES_Lyr1_00671,TrES_Lyr1,286.6571,44.9856,2453541.79,2453616.73,12.025,10.983,12.233,0.031,R,15546
TrES_Lyr1_00672,TrES_Lyr1,286.2892,46.4331,2453541.79,2453616.73,11.813,10.946,12.234,0.034,R,15546
TrES_Lyr1_00673,TrES_Lyr1,287.4187,49.5011,2453541.79,2453616.73,11.907,11.155,12.236,0.043,R,15546
TrES_Lyr1_00674,TrES_Lyr1,282.1054,47.4939,2453541.79,2453616.73,11.281,10.792,12.236,0.036,R,15546
TrES_Lyr1_00675,TrES_Lyr1,286.7946,49.4106,2453541.79,2453616.73,12.223,10.920,12.238,0.043,R,15545
TrES_Lyr1_00676,TrES_Lyr1,285.6450,44.7358,2453541.79,2453616.73,12.216,10.988,12.238,0.033,R,15546
TrES_Lyr1_00677,TrES_Lyr1,289.7458,48.0431,2453549.75,2453611.95,,,12.238,0.044,R,4148
TrES_Lyr1_00678,TrES_Lyr1,287.3275,44.9661,2453541.79,2453616.73,13.109,11.113,12.239,0.039,R,15546
TrES_Lyr1_00679,TrES_Lyr1,289.1292,46.5286,2453541.79,2453616.73,,,12.239,0.028,R,15545
TrES_Lyr1_00680,TrES_Lyr1,284.2788,48.2631,2453541.79,2453616.73,11.109,10.662,12.240,0.032,R,15545
TrES_Lyr1_00681,TrES_Lyr1,289.5213,45.2875,2453549.75,2453611.95,11.520,10.916,12.241,0.051,R,4148
TrES_Lyr1_00682,TrES_Lyr1,284.3388,45.8786,2453541.79,2453616.73,12.214,10.880,12.242,0.032,R,15546
TrES_Lyr1_00683,TrES_Lyr1,281.5183,47.4025,2453541.79,2453616.73,12.752,11.202,12.244,0.033,R,15546
TrES_Lyr1_00684,TrES_Lyr1,284.7083,48.9583,2453541.79,2453616.73,12.390,10.928,12.245,0.043,R,15546
TrES_Lyr1_00685,TrES_Lyr1,283.4304,46.9611,2453541.79,2453616.73,12.602,11.074,12.246,0.031,R,15546
TrES_Lyr1_00686,TrES_Lyr1,287.8433,47.4708,2453541.79,2453616.73,,,12.213,0.038,R,15545
TrES_Lyr1_00687,TrES_Lyr1,284.7596,44.5278,2453541.79,2453616.73,11.166,10.726,12.248,0.029,R,15546
TrES_Lyr1_00688,TrES_Lyr1,284.1725,47.3139,2453541.79,2453616.73,12.760,11.013,12.248,0.038,R,15545
TrES_Lyr1_00689,TrES_Lyr1,287.6104,45.4386,2453541.79,2453616.73,11.371,10.646,12.248,0.045,R,15546
TrES_Lyr1_00690,TrES_Lyr1,283.7362,44.7133,2453541.79,2453616.73,11.892,10.959,12.250,0.034,R,15546
TrES_Lyr1_00691,TrES_Lyr1,285.8121,48.0489,2453541.79,2453616.73,10.965,10.567,12.250,0.035,R,15545
TrES_Lyr1_00692,TrES_Lyr1,287.1562,44.6689,2453541.79,2453616.73,11.406,10.813,12.251,0.024,R,15546
TrES_Lyr1_00693,TrES_Lyr1,281.8238,45.0661,2453541.79,2453616.73,12.085,11.145,12.252,0.038,R,15546
TrES_Lyr1_00694,TrES_Lyr1,286.7992,46.4944,2453541.79,2453616.73,12.145,10.854,12.252,0.048,R,15546
TrES_Lyr1_00695,TrES_Lyr1,285.1729,48.6000,2453541.79,2453616.73,12.098,11.148,12.253,0.030,R,15546
TrES_Lyr1_00696,TrES_Lyr1,281.6600,46.9956,2453541.79,2453616.73,12.301,11.084,12.254,0.066,R,15545
TrES_Lyr1_00697,TrES_Lyr1,283.0550,44.1917,2453541.79,2453616.73,12.235,10.952,12.254,0.035,R,15546
TrES_Lyr1_00698,TrES_Lyr1,281.8562,45.0378,2453541.79,2453616.73,12.262,10.952,12.256,0.031,R,15546
TrES_Lyr1_00699,TrES_Lyr1,282.3450,48.0686,2453541.79,2453616.73,12.128,10.846,12.256,0.042,R,15546
TrES_Lyr1_00700,TrES_Lyr1,281.3150,48.1158,2453541.79,2453616.73,10.864,10.631,12.257,0.037,R,15545
TrES_Lyr1_00701,TrES_Lyr1,289.1221,46.6592,2453541.79,2453616.73,,,12.259,0.027,R,15546
TrES_Lyr1_00702,TrES_Lyr1,282.6471,46.0556,2453541.79,2453616.73,11.679,10.978,12.260,0.039,R,15546
TrES_Lyr1_00703,TrES_Lyr1,287.7908,47.4097,2453541.79,2453616.73,,,12.261,0.042,R,15546
TrES_Lyr1_00704,TrES_Lyr1,285.3592,46.5500,2453541.79,2453616.73,12.559,10.973,12.263,0.042,R,11398
TrES_Lyr1_00705,TrES_Lyr1,282.9183,44.1561,2453541.79,2453616.73,11.920,10.813,12.264,0.036,R,15546
TrES_Lyr1_00706,TrES_Lyr1,284.8271,48.2161,2453541.79,2453616.73,12.359,10.981,12.266,0.035,R,15546
TrES_Lyr1_00707,TrES_Lyr1,284.9875,46.5075,2453541.79,2453616.73,12.396,11.172,12.266,0.037,R,15546
TrES_Lyr1_00708,TrES_Lyr1,284.5246,45.1131,2453541.79,2453616.73,12.263,10.998,12.267,0.033,R,15546
TrES_Lyr1_00709,TrES_Lyr1,286.1396,44.0964,2453549.75,2453611.95,12.309,11.411,12.267,0.017,R,4148
TrES_Lyr1_00710,TrES_Lyr1,287.6604,47.2072,2453541.79,2453616.73,,,12.268,0.045,R,15546
TrES_Lyr1_00711,TrES_Lyr1,287.8758,47.3756,2453541.79,2453616.73,12.272,10.925,12.268,0.030,R,15545
TrES_Lyr1_00712,TrES_Lyr1,285.0000,44.4633,2453541.79,2453616.73,10.798,10.679,12.270,0.031,R,15546
TrES_Lyr1_00713,TrES_Lyr1,288.6375,48.5906,2453541.79,2453616.73,,,12.270,0.032,R,15546
TrES_Lyr1_00714,TrES_Lyr1,284.2738,45.4903,2453541.79,2453616.73,11.369,10.866,12.271,0.030,R,15546
TrES_Lyr1_00715,TrES_Lyr1,288.4075,47.1653,2453541.79,2453616.73,13.453,11.213,12.272,0.040,R,15546
TrES_Lyr1_00716,TrES_Lyr1,282.0892,48.2792,2453541.79,2453616.73,12.089,10.978,12.272,0.042,R,15546
TrES_Lyr1_00717,TrES_Lyr1,281.7996,46.4283,2453541.79,2453616.73,13.147,11.247,12.274,0.039,R,15546
TrES_Lyr1_00718,TrES_Lyr1,282.4008,45.6289,2453541.79,2453616.73,12.246,10.990,12.277,0.037,R,15546
TrES_Lyr1_00719,TrES_Lyr1,284.0379,45.4497,2453541.79,2453616.73,10.976,10.633,12.278,0.035,R,15545
TrES_Lyr1_00720,TrES_Lyr1,283.4996,46.8256,2453541.79,2453616.73,13.066,11.228,12.280,0.035,R,15546
TrES_Lyr1_00721,TrES_Lyr1,284.8729,47.2139,2453541.79,2453616.73,12.389,10.902,12.280,0.044,R,15546
TrES_Lyr1_00722,TrES_Lyr1,286.1500,46.0606,2453541.79,2453616.73,10.763,10.646,12.281,0.034,R,15536
TrES_Lyr1_00723,TrES_Lyr1,289.5100,44.2783,2453549.75,2453611.95,12.106,10.918,12.282,0.024,R,4148
TrES_Lyr1_00724,TrES_Lyr1,286.7079,47.5667,2453541.79,2453616.73,11.677,10.830,12.282,0.044,R,15545
TrES_Lyr1_00725,TrES_Lyr1,284.7833,45.6825,2453541.79,2453616.73,11.795,10.838,12.285,0.027,R,15546
TrES_Lyr1_00726,TrES_Lyr1,288.6258,48.6453,2453541.79,2453616.73,,,12.285,0.026,R,15546
TrES_Lyr1_00727,TrES_Lyr1,282.6133,46.7850,2453541.79,2453616.73,12.317,11.106,12.287,0.048,R,15546
TrES_Lyr1_00728,TrES_Lyr1,287.2663,45.6725,2453541.79,2453616.73,12.339,10.942,12.287,0.045,R,15545
TrES_Lyr1_00729,TrES_Lyr1,285.9221,47.3733,2453541.79,2453616.73,11.228,10.821,12.287,0.038,R,15546
TrES_Lyr1_00730,TrES_Lyr1,288.4304,47.5347,2453541.79,2453616.73,11.377,10.828,12.288,0.045,R,15546
TrES_Lyr1_00731,TrES_Lyr1,287.9371,48.1744,2453541.79,2453616.73,,,12.288,0.043,R,15546
TrES_Lyr1_00732,TrES_Lyr1,281.5567,49.1219,2453541.79,2453616.73,12.088,11.070,12.290,0.143,R,15546
TrES_Lyr1_00733,TrES_Lyr1,286.9608,47.8431,2453541.79,2453616.73,11.276,10.673,12.291,0.038,R,15546
TrES_Lyr1_00734,TrES_Lyr1,289.8250,49.4253,2453549.75,2453611.95,11.207,10.530,12.299,0.061,R,4148
TrES_Lyr1_00735,TrES_Lyr1,289.6079,47.2911,2453549.75,2453611.95,11.812,10.854,12.293,0.032,R,4146
TrES_Lyr1_00736,TrES_Lyr1,281.6558,48.2303,2453541.79,2453616.73,13.898,11.298,12.295,0.039,R,15546
TrES_Lyr1_00737,TrES_Lyr1,287.5225,49.4297,2453541.79,2453616.73,11.615,10.720,12.295,0.045,R,15546
TrES_Lyr1_00738,TrES_Lyr1,287.6700,47.9358,2453541.79,2453616.73,11.298,10.716,12.295,0.154,R,15546
TrES_Lyr1_00739,TrES_Lyr1,285.9567,46.1164,2453541.79,2453616.73,11.527,10.667,12.296,0.031,R,14566
TrES_Lyr1_00740,TrES_Lyr1,287.1292,46.1353,2453541.79,2453616.73,10.758,10.568,12.298,0.039,R,15546
TrES_Lyr1_00741,TrES_Lyr1,282.2946,46.1011,2453541.79,2453616.73,13.232,11.407,12.298,0.039,R,15545
TrES_Lyr1_00742,TrES_Lyr1,281.8046,48.1986,2453541.79,2453616.73,11.683,10.787,12.298,0.033,R,15546
TrES_Lyr1_00743,TrES_Lyr1,281.8942,45.1814,2453541.79,2453616.73,11.373,10.894,12.299,0.058,R,15546
TrES_Lyr1_00744,TrES_Lyr1,289.1237,45.3258,2453541.79,2453616.73,,,12.300,0.031,R,15546
TrES_Lyr1_00745,TrES_Lyr1,283.5542,44.5731,2453541.79,2453616.73,12.923,11.216,12.300,0.038,R,15546
TrES_Lyr1_00746,TrES_Lyr1,287.7746,46.8286,2453541.79,2453616.73,12.040,11.053,12.303,0.082,R,15546
TrES_Lyr1_00747,TrES_Lyr1,288.5483,45.5831,2453541.79,2453616.73,,,12.305,0.033,R,15546
TrES_Lyr1_00748,TrES_Lyr1,288.3996,46.4394,2453541.79,2453616.73,11.749,10.889,12.305,0.038,R,15546
TrES_Lyr1_00749,TrES_Lyr1,283.7492,47.4014,2453541.79,2453616.73,,,12.305,0.048,R,15546
TrES_Lyr1_00750,TrES_Lyr1,288.2825,44.0806,2453549.75,2453611.95,,,12.305,0.038,R,4147
TrES_Lyr1_00751,TrES_Lyr1,288.3650,44.0322,2453549.75,2453611.95,12.200,10.995,12.305,0.021,R,4147
TrES_Lyr1_00752,TrES_Lyr1,289.3342,44.5878,2453549.75,2453611.95,11.750,10.852,12.306,0.024,R,4148
TrES_Lyr1_00753,TrES_Lyr1,289.4633,44.4033,2453549.75,2453611.95,11.291,10.756,12.311,0.031,R,4148
TrES_Lyr1_00754,TrES_Lyr1,287.2421,47.6858,2453541.79,2453616.73,11.741,10.811,12.313,0.036,R,15546
TrES_Lyr1_00755,TrES_Lyr1,288.1158,46.1839,2453541.79,2453616.73,12.010,10.985,12.313,0.036,R,15545
TrES_Lyr1_00756,TrES_Lyr1,285.6533,49.8125,2453549.75,2453611.95,12.708,11.075,12.314,0.025,R,4148
TrES_Lyr1_00757,TrES_Lyr1,286.2008,44.6478,2453541.79,2453616.73,10.999,10.509,12.314,0.033,R,15546
TrES_Lyr1_00758,TrES_Lyr1,284.1521,49.4175,2453549.75,2453611.95,,,12.315,0.078,R,4148
TrES_Lyr1_00759,TrES_Lyr1,287.9438,49.5222,2453541.79,2453616.73,11.605,10.855,12.316,0.044,R,15546
TrES_Lyr1_00760,TrES_Lyr1,287.9400,49.0089,2453541.79,2453616.73,12.324,11.016,12.316,0.030,R,15546
TrES_Lyr1_00761,TrES_Lyr1,284.0629,46.3822,2453549.75,2453611.95,11.149,10.560,12.318,0.030,R,4148
TrES_Lyr1_00762,TrES_Lyr1,282.1587,44.4861,2453541.79,2453616.73,12.392,11.421,12.320,0.037,R,15546
TrES_Lyr1_00763,TrES_Lyr1,282.2683,45.2372,2453541.79,2453616.73,11.188,10.907,12.321,0.035,R,15546
TrES_Lyr1_00764,TrES_Lyr1,288.4887,45.0761,2453541.79,2453616.73,11.955,11.110,12.321,0.028,R,15546
TrES_Lyr1_00765,TrES_Lyr1,284.5638,49.4069,2453541.79,2453616.73,,,12.322,0.044,R,15545
TrES_Lyr1_00766,TrES_Lyr1,282.8746,46.7808,2453549.75,2453611.95,11.201,10.739,12.321,0.030,R,4148
TrES_Lyr1_00767,TrES_Lyr1,282.6692,44.5147,2453541.79,2453616.73,11.540,10.876,12.321,0.033,R,15546
TrES_Lyr1_00768,TrES_Lyr1,285.2621,48.6147,2453541.79,2453616.73,11.694,11.025,12.322,0.041,R,15546
TrES_Lyr1_00769,TrES_Lyr1,286.8529,45.4422,2453541.79,2453616.73,11.781,10.977,12.322,0.047,R,15546
TrES_Lyr1_00770,TrES_Lyr1,288.3171,44.1008,2453541.79,2453616.73,12.390,11.119,12.324,0.033,R,15546
TrES_Lyr1_00771,TrES_Lyr1,286.2079,46.1814,2453541.79,2453616.73,12.300,11.175,12.324,0.035,R,15545
TrES_Lyr1_00772,TrES_Lyr1,289.4333,44.4353,2453549.75,2453611.95,11.400,10.816,12.331,0.026,R,4148
TrES_Lyr1_00773,TrES_Lyr1,285.1546,46.4494,2453541.79,2453616.73,12.097,11.107,12.326,0.044,R,15546
TrES_Lyr1_00774,TrES_Lyr1,281.8304,46.9625,2453541.79,2453616.73,,,12.328,0.041,R,15546
TrES_Lyr1_00775,TrES_Lyr1,289.3492,48.2231,2453549.75,2453611.95,,,12.328,0.036,R,4147
TrES_Lyr1_00776,TrES_Lyr1,285.1533,46.3656,2453541.79,2453616.73,12.573,11.338,12.329,0.042,R,15545
TrES_Lyr1_00777,TrES_Lyr1,286.6217,47.6256,2453541.79,2453616.73,,,12.330,0.041,R,15546
TrES_Lyr1_00778,TrES_Lyr1,286.6429,44.7039,2453541.79,2453616.73,11.217,10.730,12.330,0.032,R,15546
TrES_Lyr1_00779,TrES_Lyr1,288.6837,47.7417,2453541.79,2453616.73,,,12.331,0.035,R,15545
TrES_Lyr1_00780,TrES_Lyr1,289.6058,46.2000,2453549.75,2453611.95,13.143,11.251,12.332,0.020,R,4148
TrES_Lyr1_00781,TrES_Lyr1,284.4200,47.0314,2453541.79,2453616.73,12.410,11.101,12.334,0.043,R,15546
TrES_Lyr1_00782,TrES_Lyr1,282.9942,49.0169,2453541.79,2453616.73,11.490,11.070,12.335,0.032,R,15545
TrES_Lyr1_00783,TrES_Lyr1,282.7387,46.9289,2453541.79,2453616.73,11.349,11.027,12.337,0.028,R,15546
TrES_Lyr1_00784,TrES_Lyr1,282.3983,49.7869,2453549.75,2453611.95,11.559,10.892,12.337,0.019,R,4148
TrES_Lyr1_00785,TrES_Lyr1,283.4825,45.4767,2453541.79,2453616.73,11.301,10.809,12.339,0.033,R,15546
TrES_Lyr1_00786,TrES_Lyr1,289.1767,45.2928,2453549.75,2453611.95,12.783,10.907,12.338,0.021,R,4148
TrES_Lyr1_00787,TrES_Lyr1,288.4125,47.4175,2453541.79,2453616.73,11.545,10.759,12.339,0.037,R,15546
TrES_Lyr1_00788,TrES_Lyr1,284.5725,49.1142,2453541.79,2453616.73,10.833,10.605,12.343,0.048,R,15546
TrES_Lyr1_00789,TrES_Lyr1,283.2192,46.9644,2453541.79,2453616.73,12.224,11.266,12.344,0.034,R,15546
TrES_Lyr1_00790,TrES_Lyr1,289.1600,49.0297,2453541.79,2453616.73,,,12.347,0.040,R,15546
TrES_Lyr1_00791,TrES_Lyr1,288.5154,44.9364,2453541.79,2453616.73,,,12.347,0.027,R,15546
TrES_Lyr1_00792,TrES_Lyr1,289.0850,46.7436,2453541.79,2453616.73,,,12.348,0.061,R,15546
TrES_Lyr1_00793,TrES_Lyr1,285.9108,46.6836,2453541.79,2453616.73,11.511,10.935,12.348,0.043,R,15546
TrES_Lyr1_00794,TrES_Lyr1,289.5733,48.7689,2453549.75,2453611.95,11.428,10.692,12.349,0.037,R,4148
TrES_Lyr1_00795,TrES_Lyr1,289.0113,49.1442,2453541.79,2453616.73,,,12.349,0.041,R,15546
TrES_Lyr1_00796,TrES_Lyr1,282.8979,44.0883,2453549.75,2453611.95,11.817,11.140,12.350,0.031,R,4148
TrES_Lyr1_00797,TrES_Lyr1,281.8417,47.8542,2453541.79,2453616.73,11.253,10.819,12.350,0.045,R,15546
TrES_Lyr1_00798,TrES_Lyr1,286.5300,45.1256,2453541.79,2453616.73,12.019,10.971,12.352,0.032,R,15546
TrES_Lyr1_00799,TrES_Lyr1,285.2583,44.2089,2453541.79,2453616.73,13.151,11.414,12.352,0.041,R,15546
TrES_Lyr1_00800,TrES_Lyr1,284.7908,46.2850,2453541.79,2453616.73,12.250,11.098,12.353,0.039,R,15546
TrES_Lyr1_00801,TrES_Lyr1,281.8363,45.3528,2453541.79,2453616.73,,,12.356,0.043,R,15546
TrES_Lyr1_00802,TrES_Lyr1,284.8129,48.3675,2453541.79,2453616.73,11.414,11.036,12.358,0.033,R,15545
TrES_Lyr1_00803,TrES_Lyr1,286.1592,45.8956,2453541.79,2453616.73,,,12.359,0.047,R,15546
TrES_Lyr1_00804,TrES_Lyr1,282.0775,45.7853,2453541.79,2453616.73,11.992,10.953,12.359,0.031,R,15546
TrES_Lyr1_00805,TrES_Lyr1,282.1879,49.5119,2453541.79,2453616.73,11.637,10.835,12.359,0.048,R,15546
TrES_Lyr1_00806,TrES_Lyr1,288.7583,49.5931,2453541.79,2453616.73,,,12.361,0.055,R,15546
TrES_Lyr1_00807,TrES_Lyr1,288.9200,47.5872,2453541.79,2453616.73,,,12.362,0.035,R,15546
TrES_Lyr1_00808,TrES_Lyr1,285.0288,44.0292,2453549.75,2453611.95,11.628,11.104,12.363,0.024,R,4148
TrES_Lyr1_00809,TrES_Lyr1,284.7546,49.2556,2453541.79,2453616.73,11.493,10.871,12.363,0.031,R,15546
TrES_Lyr1_00810,TrES_Lyr1,284.9413,48.0083,2453541.79,2453616.73,12.078,11.144,12.363,0.034,R,15545
TrES_Lyr1_00811,TrES_Lyr1,280.9396,49.6897,2453541.79,2453616.73,,,12.366,0.056,R,15316
TrES_Lyr1_00812,TrES_Lyr1,282.3608,45.8067,2453541.79,2453616.73,12.616,11.286,12.367,0.033,R,15545
TrES_Lyr1_00813,TrES_Lyr1,287.7179,46.3947,2453541.79,2453616.73,12.048,10.996,12.367,0.032,R,15546
TrES_Lyr1_00814,TrES_Lyr1,284.5379,47.6914,2453541.79,2453616.73,11.589,10.926,12.368,0.038,R,15545
TrES_Lyr1_00815,TrES_Lyr1,289.5446,46.6319,2453549.75,2453611.95,,,12.369,0.034,R,4148
TrES_Lyr1_00816,TrES_Lyr1,286.1175,45.4906,2453541.79,2453616.73,12.404,11.266,12.370,0.048,R,15546
TrES_Lyr1_00817,TrES_Lyr1,288.0204,48.2881,2453541.79,2453616.73,10.960,10.671,12.370,0.031,R,15546
TrES_Lyr1_00818,TrES_Lyr1,284.9400,44.3711,2453541.79,2453616.73,11.962,11.052,12.370,0.035,R,15546
TrES_Lyr1_00819,TrES_Lyr1,285.0479,44.3117,2453541.79,2453616.73,12.402,11.102,12.371,0.027,R,15546
TrES_Lyr1_00820,TrES_Lyr1,289.4233,44.3964,2453549.75,2453611.95,,,12.371,0.024,R,4148
TrES_Lyr1_00821,TrES_Lyr1,285.9596,47.7686,2453541.79,2453616.73,12.011,11.120,12.372,0.038,R,11398
TrES_Lyr1_00822,TrES_Lyr1,283.8662,47.2281,2453541.79,2453616.73,11.512,10.973,12.378,0.042,R,15546
TrES_Lyr1_00823,TrES_Lyr1,287.1142,44.7550,2453541.79,2453616.73,,,12.373,0.030,R,15546
TrES_Lyr1_00824,TrES_Lyr1,287.1050,47.7286,2453541.79,2453616.73,,,12.375,0.032,R,15546
TrES_Lyr1_00825,TrES_Lyr1,283.0996,49.6442,2453541.79,2453616.73,11.695,10.957,12.375,0.045,R,15546
TrES_Lyr1_00826,TrES_Lyr1,282.5150,44.0675,2453549.75,2453611.95,11.469,10.836,12.375,0.021,R,4148
TrES_Lyr1_00827,TrES_Lyr1,284.5079,49.0989,2453541.79,2453616.73,11.270,10.759,12.376,0.042,R,15546
TrES_Lyr1_00828,TrES_Lyr1,285.7371,45.1950,2453541.79,2453616.73,11.274,10.801,12.377,0.045,R,15546
TrES_Lyr1_00829,TrES_Lyr1,282.7458,48.4067,2453541.79,2453616.73,,,12.377,0.041,R,15546
TrES_Lyr1_00830,TrES_Lyr1,284.0721,47.6914,2453549.75,2453611.95,12.328,11.061,12.373,0.032,R,4147
TrES_Lyr1_00831,TrES_Lyr1,282.0971,47.0272,2453549.75,2453611.95,12.985,11.144,12.378,0.032,R,4148
TrES_Lyr1_00832,TrES_Lyr1,286.1488,48.0314,2453541.79,2453616.73,11.653,11.076,12.380,0.026,R,15545
TrES_Lyr1_00833,TrES_Lyr1,288.0667,48.2867,2453541.79,2453616.73,11.474,10.880,12.381,0.031,R,15546
TrES_Lyr1_00834,TrES_Lyr1,283.1913,46.9342,2453541.79,2453616.73,11.787,10.970,12.383,0.031,R,15546
TrES_Lyr1_00835,TrES_Lyr1,287.9388,47.2458,2453541.79,2453616.73,11.830,10.938,12.384,0.044,R,15546
TrES_Lyr1_00836,TrES_Lyr1,288.8908,48.4878,2453541.79,2453616.73,,,12.384,0.070,R,11398
TrES_Lyr1_00837,TrES_Lyr1,281.8179,45.6183,2453541.79,2453616.73,11.466,10.868,12.384,0.021,R,15546
TrES_Lyr1_00838,TrES_Lyr1,287.4812,49.2514,2453541.79,2453616.73,11.866,11.037,12.385,0.033,R,15546
TrES_Lyr1_00839,TrES_Lyr1,283.4308,44.9781,2453541.79,2453616.73,11.413,10.970,12.388,0.035,R,15546
TrES_Lyr1_00840,TrES_Lyr1,283.0808,49.4272,2453541.79,2453616.73,10.987,10.656,12.388,0.037,R,15546
TrES_Lyr1_00841,TrES_Lyr1,282.5179,47.5861,2453541.79,2453616.73,13.296,11.199,12.389,0.043,R,15546
TrES_Lyr1_00842,TrES_Lyr1,289.1504,46.2278,2453541.79,2453616.73,,,12.389,0.033,R,15546
TrES_Lyr1_00843,TrES_Lyr1,284.4092,49.8511,2453549.75,2453611.95,10.890,10.692,12.390,0.028,R,4148
TrES_Lyr1_00844,TrES_Lyr1,286.2283,44.7083,2453541.79,2453616.73,,,12.390,0.023,R,15546
TrES_Lyr1_00845,TrES_Lyr1,283.4896,45.3081,2453541.79,2453616.73,12.631,11.318,12.390,0.051,R,15546
TrES_Lyr1_00846,TrES_Lyr1,287.2671,45.0406,2453549.75,2453611.95,11.668,11.280,12.391,0.119,R,4147
TrES_Lyr1_00847,TrES_Lyr1,282.3975,49.5283,2453541.79,2453616.73,,,12.391,0.023,R,15546
TrES_Lyr1_00848,TrES_Lyr1,289.0929,44.1303,2453549.75,2453611.95,,,12.409,0.025,R,4063
TrES_Lyr1_00849,TrES_Lyr1,284.0938,48.8439,2453541.79,2453616.73,11.443,11.056,12.393,0.025,R,15546
TrES_Lyr1_00850,TrES_Lyr1,287.3979,47.4606,2453541.79,2453616.73,,,12.394,0.039,R,15546
TrES_Lyr1_00851,TrES_Lyr1,282.5654,48.9058,2453549.75,2453611.95,12.459,11.424,12.398,0.127,R,4148
TrES_Lyr1_00852,TrES_Lyr1,285.6000,46.6481,2453541.79,2453616.73,,,12.398,0.042,R,15546
TrES_Lyr1_00853,TrES_Lyr1,287.5888,47.7222,2453541.79,2453616.73,11.951,11.120,12.398,0.035,R,15546
TrES_Lyr1_00854,TrES_Lyr1,289.2179,45.8625,2453549.75,2453611.95,11.522,10.977,12.399,0.027,R,4147
TrES_Lyr1_00855,TrES_Lyr1,284.5275,47.6278,2453541.79,2453616.73,12.434,11.071,12.401,0.031,R,15545
TrES_Lyr1_00856,TrES_Lyr1,283.0096,44.9972,2453541.79,2453616.73,12.358,11.256,12.401,0.040,R,15546
TrES_Lyr1_00857,TrES_Lyr1,284.5583,48.5667,2453541.79,2453616.73,12.628,10.999,12.404,0.030,R,15546
TrES_Lyr1_00858,TrES_Lyr1,283.4258,49.7097,2453541.79,2453616.73,11.307,10.761,12.405,0.060,R,11398
